,Country,EdLevel,Experience,Salary
88271,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,110000.0
88273,Norway,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,117797.0
88274,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,123000.0
88278,United States of America,"Associate degree (A.A., A.S., etc.)",24,170000.0
88280,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,39456.0
88286,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,60000.0
88289,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,196000.0
88291,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,66577.0
88292,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,165000.0
88294,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,65325.0
88295,Israel,Some college/university study without earning a degree,7,153953.0
88298,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,130000.0
88300,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,110000.0
88301,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,107090.0
88308,Germany,Some college/university study without earning a degree,1,42836.0
88309,other,Some college/university study without earning a degree,2,13740.0
88314,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,86630.0
88318,other,Some college/university study without earning a degree,4,30481.0
88319,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,41959.0
88324,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,190000.0
88327,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,60000.0
88331,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,64254.0
88332,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,56076.0
88339,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,56757.0
88341,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,140000.0
88344,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,105000.0
88345,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,26772.0
88346,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,64254.0
88349,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,41497.0
88352,Sweden,Some college/university study without earning a degree,17,49756.0
88353,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,175000.0
88358,United States of America,Some college/university study without earning a degree,5,140000.0
88359,Canada,"Associate degree (A.A., A.S., etc.)",6,44611.0
88360,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,121726.0
88362,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,130000.0
88363,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,86897.0
88366,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,21418.0
88368,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,85672.0
88371,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,44978.0
88378,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,150000.0
88381,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,99195.0
88385,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,109584.0
88386,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,50000.0
88390,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,65000.0
88393,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,65860.0
88394,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,100000.0
88397,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,28914.0
88401,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,37481.0
88405,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,64254.0
88408,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,59481.0
88413,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,73490.0
88416,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,180000.0
88418,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,20610.0
88421,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,75000.0
88423,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,93104.0
88426,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,28711.0
88429,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,93104.0
88430,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,58899.0
88438,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,63578.0
88439,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,14356.0
88442,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,196000.0
88444,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,113000.0
88446,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,69106.0
88447,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,65558.0
88449,other,Some college/university study without earning a degree,3,10709.0
88453,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,130000.0
88456,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,140000.0
88464,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,160500.0
88466,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,49475.0
88475,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,62069.0
88478,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,52138.0
88480,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,21390.0
88483,United States of America,"Associate degree (A.A., A.S., etc.)",3,75000.0
88486,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,80000.0
88488,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,186000.0
88491,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,40244.0
88492,United States of America,Some college/university study without earning a degree,1,65000.0
88494,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,86897.0
88498,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,34350.0
88501,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,39724.0
88502,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,128340.0
88503,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,56210.0
88507,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,65000.0
88509,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,143000.0
88511,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,28711.0
88512,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,116000.0
88515,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,55030.0
88517,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,74303.0
88525,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,90893.0
88529,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,155000.0
88535,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,52748.0
88538,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,70000.0
88540,United States of America,"Associate degree (A.A., A.S., etc.)",2,64000.0
88543,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,16138.0
88544,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,107500.0
88547,Brazil,Some college/university study without earning a degree,8,20288.0
88557,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,66396.0
88560,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,148966.0
88564,Australia,Something else,Less than 1 year,55197.0
88577,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,148966.0
88578,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,138000.0
88579,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,180000.0
88587,Brazil,Some college/university study without earning a degree,5,34083.0
88590,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,40000.0
88592,United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,46924.0
88597,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,59481.0
88601,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,47955.0
88603,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,182052.0
88606,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,17319.0
88607,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,28526.0
88608,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,83500.0
88610,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,16030.0
88611,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,141000.0
88613,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,80317.0
88617,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,80000.0
88620,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,75411.0
88625,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,60968.0
88636,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,21324.0
88638,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,200000.0
88648,Canada,Some college/university study without earning a degree,5,74351.0
88649,Germany,Some college/university study without earning a degree,4,74963.0
88650,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,3,68276.0
88658,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,85000.0
88662,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,21418.0
88670,United States of America,Something else,3,75000.0
88672,United States of America,"Associate degree (A.A., A.S., etc.)",1,53000.0
88676,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,70000.0
88687,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,89240.0
88691,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,26657.0
88692,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,23636.0
88694,other,Some college/university study without earning a degree,2,13810.0
88701,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,95000.0
88702,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,26933.0
88704,Germany,Some college/university study without earning a degree,5,69608.0
88708,other,"Associate degree (A.A., A.S., etc.)",3,40000.0
88710,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,160000.0
88711,Israel,Something else,3,70562.0
88714,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,60000.0
88715,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,100000.0
88716,Canada,Something else,1,37176.0
88718,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,19793.0
88719,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,195000.0
88721,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,127000.0
88722,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,71006.0
88730,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,14102.0
88735,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,81787.0
88738,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,60400.0
88744,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,14607.0
88753,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,74963.0
88754,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,12117.0
88761,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,190000.0
88763,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,93104.0
88766,Canada,"Associate degree (A.A., A.S., etc.)",30,92939.0
88771,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,175000.0
88775,United States of America,"Associate degree (A.A., A.S., etc.)",7,110000.0
88778,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,81341.0
88780,United States of America,Some college/university study without earning a degree,1,57500.0
88784,United States of America,Some college/university study without earning a degree,23,140000.0
88786,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,55687.0
88796,Germany,Something else,2,53545.0
88799,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,29081.0
88804,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,92545.0
88813,other,Some college/university study without earning a degree,24,88848.0
88815,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,14294.0
88818,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,175000.0
88819,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43,180000.0
88824,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,84983.0
88826,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,193000.0
88844,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,111167.0
88845,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,39623.0
88846,other,Some college/university study without earning a degree,4,31846.0
88850,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,12117.0
88860,other,Some college/university study without earning a degree,2,16000.0
88864,United States of America,Some college/university study without earning a degree,Less than 1 year,55000.0
88865,United States of America,Some college/university study without earning a degree,6,155000.0
88869,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,13813.0
88871,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,110000.0
88875,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,115000.0
88878,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,159000.0
88886,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",3,150000.0
88896,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,48000.0
88902,United States of America,"Associate degree (A.A., A.S., etc.)",2,90000.0
88904,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,21810.0
88911,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,87000.0
88914,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,78913.0
88915,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,180000.0
88916,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,137066.0
88928,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,38532.0
88930,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,89901.0
88931,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,47815.0
88935,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,47925.0
88936,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,38774.0
88937,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,200000.0
88942,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,90000.0
88943,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,50118.0
88946,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,123000.0
88952,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,92097.0
88954,other,Some college/university study without earning a degree,2,24751.0
88955,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,43621.0
